i,instanceName,randomSeed,initialCost,finalCost,runtimeSeconds
1,5_45,10051,419,0,33.510000
2,5_45,10290,419,0,20.890000
3,5_45,10704,419,0,36.730000
4,5_45,11499,419,0,38.200000
5,5_45,11888,419,0,58.270000
6,5_45,11937,419,0,35.730000
7,5_45,12030,419,0,36.560000
8,5_45,12148,419,0,65.550000
9,5_45,13012,419,0,99.830000
10,5_45,13088,419,0,44.430000
11,5_45,13093,419,0,35.120000
12,5_45,13598,419,0,37.140000
13,5_45,13680,419,0,43.070000
14,5_45,13805,419,0,42.260000
15,5_45,1431,419,0,66.920000
16,5_45,14590,419,0,70.210000
17,5_45,14701,419,0,69.330000
18,5_45,14735,419,0,73.320000
19,5_45,14829,419,0,101.340000
20,5_45,15011,419,0,52.000000
21,5_45,15299,419,0,50.220000
22,5_45,15355,419,0,30.940000
23,5_45,15511,419,0,58.650000
24,5_45,15883,419,0,42.180000
25,5_45,15891,419,0,49.880000
26,5_45,16120,419,0,43.160000
27,5_45,16702,419,0,49.470000
28,5_45,16859,419,0,34.710000
29,5_45,17665,419,0,53.380000
30,5_45,17699,419,0,80.670000
31,5_45,17839,419,0,39.450000
32,5_45,18109,419,0,30.420000
33,5_45,18448,419,0,33.160000
34,5_45,1885,419,0,22.240000
35,5_45,19205,419,0,63.560000
36,5_45,19260,419,0,84.030000
37,5_45,19428,419,0,48.210000
38,5_45,19473,419,0,90.460000
39,5_45,19519,419,0,37.420000
40,5_45,19883,419,0,40.910000
41,5_45,20369,419,0,112.350000
42,5_45,20645,419,0,58.440000
43,5_45,21023,419,0,85.750000
44,5_45,21099,419,0,55.920000
45,5_45,21321,419,0,32.620000
46,5_45,21427,419,0,101.990000
47,5_45,21946,419,0,117.770000
48,5_45,22071,419,0,65.790000
49,5_45,22125,419,0,105.660000
50,5_45,22872,419,0,63.780000
51,5_45,23681,419,0,44.060000
52,5_45,24144,419,0,48.400000
53,5_45,24270,419,0,29.830000
54,5_45,24388,419,0,37.780000
55,5_45,24770,419,0,58.060000
56,5_45,25999,419,0,29.580000
57,5_45,26291,419,0,55.130000
58,5_45,26422,419,0,70.680000
59,5_45,27023,419,0,73.780000
60,5_45,27313,419,0,31.230000
61,5_45,27365,419,0,80.220000
62,5_45,27685,419,0,45.430000
63,5_45,2836,419,0,37.540000
64,5_45,28373,419,0,58.930000
65,5_45,28848,419,0,43.280000
66,5_45,29103,419,0,83.850000
67,5_45,29163,419,0,56.570000
68,5_45,29319,419,0,53.890000
69,5_45,2948,419,0,39.120000
70,5_45,29712,419,0,91.130000
71,5_45,29735,419,0,29.080000
72,5_45,29949,419,0,72.050000
73,5_45,30094,419,0,45.340000
74,5_45,30430,419,0,68.870000
75,5_45,30464,419,0,79.860000
76,5_45,305,419,0,63.890000
77,5_45,30882,419,0,71.570000
78,5_45,31055,419,0,44.910000
79,5_45,31323,419,0,52.150000
80,5_45,31462,419,0,48.330000
81,5_45,31725,419,0,77.380000
82,5_45,31836,419,0,51.730000
83,5_45,31993,419,0,115.370000
84,5_45,32093,419,0,96.760000
85,5_45,32159,419,0,41.860000
86,5_45,32424,419,0,62.580000
87,5_45,3324,419,0,72.460000
88,5_45,3487,419,0,74.860000
89,5_45,4616,419,0,42.540000
90,5_45,4896,419,0,28.650000
91,5_45,5072,419,0,29.570000
92,5_45,516,419,0,43.740000
93,5_45,534,419,0,24.900000
94,5_45,6248,419,0,129.620000
95,5_45,7025,419,0,37.690000
96,5_45,7405,419,0,77.390000
97,5_45,752,419,0,54.420000
98,5_45,8345,419,0,62.110000
99,5_45,8460,419,0,44.160000
100,5_45,890,419,0,48.990000
